Council area,Year,Sex,Age,Population
Perth and Kinross,2017,Female,54,1236
Perth and Kinross,2017,Female,55,1159
Perth and Kinross,2017,Female,56,1148
Perth and Kinross,2017,Female,57,1034
Perth and Kinross,2017,Female,58,1136
Perth and Kinross,2017,Female,59,1088
Perth and Kinross,2017,Female,60,1098
Perth and Kinross,2017,Female,61,1048
Perth and Kinross,2017,Female,62,1034
Perth and Kinross,2017,Female,63,991
Perth and Kinross,2017,Female,64,1053
Perth and Kinross,2017,Female,65,993
Perth and Kinross,2017,Female,66,1021
Perth and Kinross,2017,Female,67,1023
Perth and Kinross,2017,Female,68,1016
Perth and Kinross,2017,Female,69,1026
Perth and Kinross,2017,Female,70,1173
Perth and Kinross,2017,Female,71,885
Perth and Kinross,2017,Female,72,834
Perth and Kinross,2017,Female,73,801
Perth and Kinross,2017,Female,74,869
Perth and Kinross,2017,Female,75,795
Perth and Kinross,2017,Female,76,667
Perth and Kinross,2017,Female,77,681
Perth and Kinross,2017,Female,78,715
Perth and Kinross,2017,Female,79,639
Perth and Kinross,2017,Female,80,621
Perth and Kinross,2017,Female,81,599
Perth and Kinross,2017,Female,82,553
Perth and Kinross,2017,Female,83,473
Perth and Kinross,2017,Female,84,426
Perth and Kinross,2017,Female,85,437
Perth and Kinross,2017,Female,86,408
Perth and Kinross,2017,Female,87,353
Perth and Kinross,2017,Female,88,315
Perth and Kinross,2017,Female,89,292
Perth and Kinross,2017,Female,90,1181
Perth and Kinross,2017,Male,0,626
Perth and Kinross,2017,Male,1,716
Perth and Kinross,2017,Male,2,776
Perth and Kinross,2017,Male,3,785
Perth and Kinross,2017,Male,4,759
Perth and Kinross,2017,Male,5,800
Perth and Kinross,2017,Male,6,837
Perth and Kinross,2017,Male,7,818
Perth and Kinross,2017,Male,8,841
Perth and Kinross,2017,Male,9,821
Perth and Kinross,2017,Male,10,830
Perth and Kinross,2017,Male,11,712
Perth and Kinross,2017,Male,12,832
Perth and Kinross,2017,Male,13,792
Perth and Kinross,2017,Male,14,826
Perth and Kinross,2017,Male,15,805
Perth and Kinross,2017,Male,16,876
Perth and Kinross,2017,Male,17,935
Perth and Kinross,2017,Male,18,875
Perth and Kinross,2017,Male,19,841
Perth and Kinross,2017,Male,20,800
Perth and Kinross,2017,Male,21,805
Perth and Kinross,2017,Male,22,801
Perth and Kinross,2017,Male,23,932
Perth and Kinross,2017,Male,24,947
Perth and Kinross,2017,Male,25,920
Perth and Kinross,2017,Male,26,936
Perth and Kinross,2017,Male,27,731
Perth and Kinross,2017,Male,28,750
Perth and Kinross,2017,Male,29,836
Perth and Kinross,2017,Male,30,787
Perth and Kinross,2017,Male,31,835
Perth and Kinross,2017,Male,32,792
Perth and Kinross,2017,Male,33,877
Perth and Kinross,2017,Male,34,871
Perth and Kinross,2017,Male,35,837
Perth and Kinross,2017,Male,36,917
Perth and Kinross,2017,Male,37,853
Perth and Kinross,2017,Male,38,897
Perth and Kinross,2017,Male,39,793
Perth and Kinross,2017,Male,40,786
Perth and Kinross,2017,Male,41,786
Perth and Kinross,2017,Male,42,761
Perth and Kinross,2017,Male,43,816
Perth and Kinross,2017,Male,44,855
Perth and Kinross,2017,Male,45,998
Perth and Kinross,2017,Male,46,989
Perth and Kinross,2017,Male,47,988
Perth and Kinross,2017,Male,48,1036
Perth and Kinross,2017,Male,49,1083
Perth and Kinross,2017,Male,50,1110
Perth and Kinross,2017,Male,51,1183
Perth and Kinross,2017,Male,52,1223
Perth and Kinross,2017,Male,53,1226
Perth and Kinross,2017,Male,54,1202
Perth and Kinross,2017,Male,55,1107
Perth and Kinross,2017,Male,56,1109
Perth and Kinross,2017,Male,57,1015
Perth and Kinross,2017,Male,58,1072
Perth and Kinross,2017,Male,59,1086
Perth and Kinross,2017,Male,60,992
Perth and Kinross,2017,Male,61,986
Perth and Kinross,2017,Male,62,997
Perth and Kinross,2017,Male,63,980
Perth and Kinross,2017,Male,64,1062
Perth and Kinross,2017,Male,65,953
Perth and Kinross,2017,Male,66,927
Perth and Kinross,2017,Male,67,965
Perth and Kinross,2017,Male,68,966
Perth and Kinross,2017,Male,69,1011
Perth and Kinross,2017,Male,70,1090
Perth and Kinross,2017,Male,71,858
Perth and Kinross,2017,Male,72,730
Perth and Kinross,2017,Male,73,761
Perth and Kinross,2017,Male,74,690
Perth and Kinross,2017,Male,75,638
Perth and Kinross,2017,Male,76,566
Perth and Kinross,2017,Male,77,638
Perth and Kinross,2017,Male,78,593
Perth and Kinross,2017,Male,79,521
Perth and Kinross,2017,Male,80,472
Perth and Kinross,2017,Male,81,434
Perth and Kinross,2017,Male,82,433
Perth and Kinross,2017,Male,83,389
Perth and Kinross,2017,Male,84,352
Perth and Kinross,2017,Male,85,352
Perth and Kinross,2017,Male,86,284
Perth and Kinross,2017,Male,87,242
Perth and Kinross,2017,Male,88,174
Perth and Kinross,2017,Male,89,155
Perth and Kinross,2017,Male,90,525
Renfrewshire,2017,Female,0,849
Renfrewshire,2017,Female,1,876
Renfrewshire,2017,Female,2,870
Renfrewshire,2017,Female,3,916
Renfrewshire,2017,Female,4,954
Renfrewshire,2017,Female,5,967
Renfrewshire,2017,Female,6,1024
Renfrewshire,2017,Female,7,902
Renfrewshire,2017,Female,8,920
Renfrewshire,2017,Female,9,1019
Renfrewshire,2017,Female,10,915
Renfrewshire,2017,Female,11,968
Renfrewshire,2017,Female,12,940
Renfrewshire,2017,Female,13,883
Renfrewshire,2017,Female,14,879
Renfrewshire,2017,Female,15,889
Renfrewshire,2017,Female,16,957
Renfrewshire,2017,Female,17,925
Renfrewshire,2017,Female,18,972
Renfrewshire,2017,Female,19,952
Renfrewshire,2017,Female,20,969
Renfrewshire,2017,Female,21,1001
Renfrewshire,2017,Female,22,1016
Renfrewshire,2017,Female,23,1072
Renfrewshire,2017,Female,24,1166
Renfrewshire,2017,Female,25,1261
Renfrewshire,2017,Female,26,1157
Renfrewshire,2017,Female,27,1111
Renfrewshire,2017,Female,28,1078
Renfrewshire,2017,Female,29,1211
Renfrewshire,2017,Female,30,1192
Renfrewshire,2017,Female,31,1026
Renfrewshire,2017,Female,32,1115
Renfrewshire,2017,Female,33,1087
Renfrewshire,2017,Female,34,1226
Renfrewshire,2017,Female,35,1140
Renfrewshire,2017,Female,36,1158
Renfrewshire,2017,Female,37,1148
Renfrewshire,2017,Female,38,1079
Renfrewshire,2017,Female,39,1014
Renfrewshire,2017,Female,40,966
Renfrewshire,2017,Female,41,1000
Renfrewshire,2017,Female,42,1114
Renfrewshire,2017,Female,43,1107
Renfrewshire,2017,Female,44,1183
Renfrewshire,2017,Female,45,1319
Renfrewshire,2017,Female,46,1387
Renfrewshire,2017,Female,47,1447
Renfrewshire,2017,Female,48,1402
Renfrewshire,2017,Female,49,1469
Renfrewshire,2017,Female,50,1516
Renfrewshire,2017,Female,51,1481
Renfrewshire,2017,Female,52,1487
Renfrewshire,2017,Female,53,1485
Renfrewshire,2017,Female,54,1399
Renfrewshire,2017,Female,55,1470
Renfrewshire,2017,Female,56,1492
Renfrewshire,2017,Female,57,1311
Renfrewshire,2017,Female,58,1303
Renfrewshire,2017,Female,59,1330
Renfrewshire,2017,Female,60,1164
Renfrewshire,2017,Female,61,1183
Renfrewshire,2017,Female,62,1100
Renfrewshire,2017,Female,63,1116
Renfrewshire,2017,Female,64,1034
Renfrewshire,2017,Female,65,977
Renfrewshire,2017,Female,66,1085
Renfrewshire,2017,Female,67,1000
Renfrewshire,2017,Female,68,1084
Renfrewshire,2017,Female,69,1057
Renfrewshire,2017,Female,70,1165
Renfrewshire,2017,Female,71,862
Renfrewshire,2017,Female,72,858
Renfrewshire,2017,Female,73,874
Renfrewshire,2017,Female,74,755
Renfrewshire,2017,Female,75,752
Renfrewshire,2017,Female,76,705
Renfrewshire,2017,Female,77,675
Renfrewshire,2017,Female,78,693
Renfrewshire,2017,Female,79,656
Renfrewshire,2017,Female,80,645
Renfrewshire,2017,Female,81,602
Renfrewshire,2017,Female,82,567
Renfrewshire,2017,Female,83,539
Renfrewshire,2017,Female,84,441
Renfrewshire,2017,Female,85,407
Renfrewshire,2017,Female,86,405
Renfrewshire,2017,Female,87,344
Renfrewshire,2017,Female,88,272
Renfrewshire,2017,Female,89,192
Renfrewshire,2017,Female,90,889
Renfrewshire,2017,Male,0,920
Renfrewshire,2017,Male,1,915
Renfrewshire,2017,Male,2,909
Renfrewshire,2017,Male,3,963
Renfrewshire,2017,Male,4,1011
Renfrewshire,2017,Male,5,996
Renfrewshire,2017,Male,6,965
Renfrewshire,2017,Male,7,983
Renfrewshire,2017,Male,8,988
Renfrewshire,2017,Male,9,982
Renfrewshire,2017,Male,10,953
Renfrewshire,2017,Male,11,956
Renfrewshire,2017,Male,12,946
Renfrewshire,2017,Male,13,943
Renfrewshire,2017,Male,14,913
Renfrewshire,2017,Male,15,925
Renfrewshire,2017,Male,16,974
Renfrewshire,2017,Male,17,998
Renfrewshire,2017,Male,18,975
Renfrewshire,2017,Male,19,1025
Renfrewshire,2017,Male,20,1129
Renfrewshire,2017,Male,21,1054
Renfrewshire,2017,Male,22,1057
Renfrewshire,2017,Male,23,1140
Renfrewshire,2017,Male,24,1140
Renfrewshire,2017,Male,25,1154
Renfrewshire,2017,Male,26,1200
Renfrewshire,2017,Male,27,1219
Renfrewshire,2017,Male,28,1145
Renfrewshire,2017,Male,29,1109
Renfrewshire,2017,Male,30,1191
Renfrewshire,2017,Male,31,1114
Renfrewshire,2017,Male,32,1098
Renfrewshire,2017,Male,33,1093
Renfrewshire,2017,Male,34,1139
Renfrewshire,2017,Male,35,1078
Renfrewshire,2017,Male,36,1216
Renfrewshire,2017,Male,37,1000
Renfrewshire,2017,Male,38,1000
Renfrewshire,2017,Male,39,904
Renfrewshire,2017,Male,40,883
Renfrewshire,2017,Male,41,950
Renfrewshire,2017,Male,42,970
Renfrewshire,2017,Male,43,1015
Renfrewshire,2017,Male,44,1028
Renfrewshire,2017,Male,45,1086
Renfrewshire,2017,Male,46,1171
Renfrewshire,2017,Male,47,1232
Renfrewshire,2017,Male,48,1273
Renfrewshire,2017,Male,49,1337
Renfrewshire,2017,Male,50,1292
Renfrewshire,2017,Male,51,1348
Renfrewshire,2017,Male,52,1428
Renfrewshire,2017,Male,53,1342
Renfrewshire,2017,Male,54,1340
Renfrewshire,2017,Male,55,1355
Renfrewshire,2017,Male,56,1344
Renfrewshire,2017,Male,57,1279
Renfrewshire,2017,Male,58,1278
Renfrewshire,2017,Male,59,1224
Renfrewshire,2017,Male,60,1177
Renfrewshire,2017,Male,61,1060
Renfrewshire,2017,Male,62,1040
Renfrewshire,2017,Male,63,978
Renfrewshire,2017,Male,64,963
Renfrewshire,2017,Male,65,922
Renfrewshire,2017,Male,66,948
Renfrewshire,2017,Male,67,902
Renfrewshire,2017,Male,68,909
Renfrewshire,2017,Male,69,892
Renfrewshire,2017,Male,70,1061
Renfrewshire,2017,Male,71,750
Renfrewshire,2017,Male,72,739
Renfrewshire,2017,Male,73,755
Renfrewshire,2017,Male,74,666
Renfrewshire,2017,Male,75,590
Renfrewshire,2017,Male,76,580
Renfrewshire,2017,Male,77,517
Renfrewshire,2017,Male,78,544
Renfrewshire,2017,Male,79,494
Renfrewshire,2017,Male,80,442
Renfrewshire,2017,Male,81,411
Renfrewshire,2017,Male,82,402
Renfrewshire,2017,Male,83,311
Renfrewshire,2017,Male,84,263
Renfrewshire,2017,Male,85,242
Renfrewshire,2017,Male,86,219
Renfrewshire,2017,Male,87,193
Renfrewshire,2017,Male,88,159
Renfrewshire,2017,Male,89,127
Renfrewshire,2017,Male,90,409
Scotland,2017,Female,0,25905
Scotland,2017,Female,1,26976
Scotland,2017,Female,2,27633
Scotland,2017,Female,3,27868
Scotland,2017,Female,4,28608
Scotland,2017,Female,5,29138
Scotland,2017,Female,6,30220
Scotland,2017,Female,7,28968
Scotland,2017,Female,8,29811
Scotland,2017,Female,9,29690
Scotland,2017,Female,10,28339
Scotland,2017,Female,11,27891
Scotland,2017,Female,12,27352
Scotland,2017,Female,13,26801
Scotland,2017,Female,14,26234
Scotland,2017,Female,15,26116
Scotland,2017,Female,16,27297
Scotland,2017,Female,17,27603
Scotland,2017,Female,18,29074
Scotland,2017,Female,19,31676
Scotland,2017,Female,20,33923
Scotland,2017,Female,21,34375
Scotland,2017,Female,22,35124
Scotland,2017,Female,23,36381
Scotland,2017,Female,24,37669
Scotland,2017,Female,25,39630
Scotland,2017,Female,26,39184
Scotland,2017,Female,27,37661
Scotland,2017,Female,28,37574
Scotland,2017,Female,29,37823
Scotland,2017,Female,30,36822
Scotland,2017,Female,31,36217
Scotland,2017,Female,32,36435
Scotland,2017,Female,33,35286
Scotland,2017,Female,34,35830
Scotland,2017,Female,35,36488
Scotland,2017,Female,36,35887
Scotland,2017,Female,37,35085
Scotland,2017,Female,38,33586
Scotland,2017,Female,39,31781
Scotland,2017,Female,40,30650
Scotland,2017,Female,41,32707
Scotland,2017,Female,42,33267
Scotland,2017,Female,43,33367
Scotland,2017,Female,44,35569
Scotland,2017,Female,45,38147
Scotland,2017,Female,46,39921
Scotland,2017,Female,47,39262
Scotland,2017,Female,48,40781
Scotland,2017,Female,49,41499
Scotland,2017,Female,50,41360
Scotland,2017,Female,51,41330
Scotland,2017,Female,52,42580
Scotland,2017,Female,53,42376
Scotland,2017,Female,54,42025
Scotland,2017,Female,55,40671
Scotland,2017,Female,56,39839
Scotland,2017,Female,57,38357
Scotland,2017,Female,58,38274
Scotland,2017,Female,59,37138
Scotland,2017,Female,60,35949
Scotland,2017,Female,61,34801
Scotland,2017,Female,62,33426
Scotland,2017,Female,63,32762
Scotland,2017,Female,64,32135
Scotland,2017,Female,65,30943
Scotland,2017,Female,66,31228
Scotland,2017,Female,67,31100
Scotland,2017,Female,68,31741
Scotland,2017,Female,69,32681
Scotland,2017,Female,70,35380
Scotland,2017,Female,71,26479
Scotland,2017,Female,72,25219
Scotland,2017,Female,73,25443
Scotland,2017,Female,74,24656
Scotland,2017,Female,75,22672
Scotland,2017,Female,76,20988
Scotland,2017,Female,77,21101
Scotland,2017,Female,78,20359
Scotland,2017,Female,79,19531
Scotland,2017,Female,80,18623
Scotland,2017,Female,81,17531
Scotland,2017,Female,82,16255
Scotland,2017,Female,83,14982
Scotland,2017,Female,84,13468
Scotland,2017,Female,85,12962
Scotland,2017,Female,86,11473
Scotland,2017,Female,87,10113
Scotland,2017,Female,88,8779
Scotland,2017,Female,89,7302
Scotland,2017,Female,90,29337
Scotland,2017,Male,0,27648
Scotland,2017,Male,1,28916
Scotland,2017,Male,2,29157
Scotland,2017,Male,3,29493
Scotland,2017,Male,4,29902
Scotland,2017,Male,5,30863
Scotland,2017,Male,6,31675
Scotland,2017,Male,7,30043
Scotland,2017,Male,8,30813
Scotland,2017,Male,9,30730
Scotland,2017,Male,10,29718
Scotland,2017,Male,11,28949
Scotland,2017,Male,12,29005
Scotland,2017,Male,13,28442
Scotland,2017,Male,14,27366
Scotland,2017,Male,15,27172
Scotland,2017,Male,16,28297
Scotland,2017,Male,17,29416
Scotland,2017,Male,18,30691
Scotland,2017,Male,19,32698
Scotland,2017,Male,20,34758
Scotland,2017,Male,21,35231
Scotland,2017,Male,22,35570
Scotland,2017,Male,23,36594
Scotland,2017,Male,24,36984
Scotland,2017,Male,25,39025
Scotland,2017,Male,26,39299
Scotland,2017,Male,27,37701
Scotland,2017,Male,28,37307
Scotland,2017,Male,29,37044
Scotland,2017,Male,30,35749
Scotland,2017,Male,31,35727
Scotland,2017,Male,32,34926
Scotland,2017,Male,33,33871
Scotland,2017,Male,34,34217
Scotland,2017,Male,35,34416
Scotland,2017,Male,36,34511
Scotland,2017,Male,37,33876
Scotland,2017,Male,38,33130
Scotland,2017,Male,39,30293
Scotland,2017,Male,40,30245
Scotland,2017,Male,41,31468
Scotland,2017,Male,42,31408
Scotland,2017,Male,43,32277
Scotland,2017,Male,44,34075
Scotland,2017,Male,45,35749
Scotland,2017,Male,46,36792
Scotland,2017,Male,47,36424
Scotland,2017,Male,48,37924
Scotland,2017,Male,49,38571
Scotland,2017,Male,50,39371
Scotland,2017,Male,51,38735
Scotland,2017,Male,52,40329
Scotland,2017,Male,53,39441
Scotland,2017,Male,54,39502
Scotland,2017,Male,55,38909
Scotland,2017,Male,56,37885
Scotland,2017,Male,57,36734
Scotland,2017,Male,58,36030
Scotland,2017,Male,59,35049
Scotland,2017,Male,60,34178
Scotland,2017,Male,61,33057
Scotland,2017,Male,62,31417
Scotland,2017,Male,63,31041
Scotland,2017,Male,64,30245
Scotland,2017,Male,65,29076
Scotland,2017,Male,66,29098
Scotland,2017,Male,67,29224
Scotland,2017,Male,68,29691
Scotland,2017,Male,69,30284
Scotland,2017,Male,70,32423
Scotland,2017,Male,71,24213
Scotland,2017,Male,72,22279
Scotland,2017,Male,73,22640
Scotland,2017,Male,74,20798
Scotland,2017,Male,75,18661
Scotland,2017,Male,76,16759
Scotland,2017,Male,77,16871
Scotland,2017,Male,78,16072
Scotland,2017,Male,79,15248
Scotland,2017,Male,80,13590
Scotland,2017,Male,81,12630
Scotland,2017,Male,82,11576
Scotland,2017,Male,83,10156
Scotland,2017,Male,84,9082
Scotland,2017,Male,85,8167
Scotland,2017,Male,86,6962
Scotland,2017,Male,87,5727
Scotland,2017,Male,88,4867
Scotland,2017,Male,89,3739
Scotland,2017,Male,90,12388
Scottish Borders,2017,Female,0,480
Scottish Borders,2017,Female,1,551
Scottish Borders,2017,Female,2,569
Scottish Borders,2017,Female,3,603
Scottish Borders,2017,Female,4,612
Scottish Borders,2017,Female,5,602
Scottish Borders,2017,Female,6,560
Scottish Borders,2017,Female,7,575
Scottish Borders,2017,Female,8,605
Scottish Borders,2017,Female,9,662
Scottish Borders,2017,Female,10,629
Scottish Borders,2017,Female,11,585
Scottish Borders,2017,Female,12,627
Scottish Borders,2017,Female,13,605
Scottish Borders,2017,Female,14,537
Scottish Borders,2017,Female,15,599
Scottish Borders,2017,Female,16,581
Scottish Borders,2017,Female,17,634
Scottish Borders,2017,Female,18,569
Scottish Borders,2017,Female,19,526
Scottish Borders,2017,Female,20,558
Scottish Borders,2017,Female,21,534
Scottish Borders,2017,Female,22,566
Scottish Borders,2017,Female,23,537
Scottish Borders,2017,Female,24,589
Scottish Borders,2017,Female,25,545
Scottish Borders,2017,Female,26,497
Scottish Borders,2017,Female,27,543
Scottish Borders,2017,Female,28,498
Scottish Borders,2017,Female,29,491
Scottish Borders,2017,Female,30,531
Scottish Borders,2017,Female,31,544
Scottish Borders,2017,Female,32,561
Scottish Borders,2017,Female,33,578
Scottish Borders,2017,Female,34,618
Scottish Borders,2017,Female,35,614
Scottish Borders,2017,Female,36,583
Scottish Borders,2017,Female,37,606
Scottish Borders,2017,Female,38,559
Scottish Borders,2017,Female,39,530
Scottish Borders,2017,Female,40,568
Scottish Borders,2017,Female,41,632
Scottish Borders,2017,Female,42,701
Scottish Borders,2017,Female,43,734
Scottish Borders,2017,Female,44,769
Scottish Borders,2017,Female,45,880
Scottish Borders,2017,Female,46,896
Scottish Borders,2017,Female,47,860
Scottish Borders,2017,Female,48,933
Scottish Borders,2017,Female,49,935
Scottish Borders,2017,Female,50,981
Scottish Borders,2017,Female,51,965
Scottish Borders,2017,Female,52,953
Scottish Borders,2017,Female,53,964
Scottish Borders,2017,Female,54,993
Scottish Borders,2017,Female,55,896
Scottish Borders,2017,Female,56,909
Scottish Borders,2017,Female,57,919
Scottish Borders,2017,Female,58,933
Scottish Borders,2017,Female,59,895
Scottish Borders,2017,Female,60,901
Scottish Borders,2017,Female,61,832
Scottish Borders,2017,Female,62,854
Scottish Borders,2017,Female,63,820
Scottish Borders,2017,Female,64,831
Scottish Borders,2017,Female,65,788
Scottish Borders,2017,Female,66,820
Scottish Borders,2017,Female,67,842
Scottish Borders,2017,Female,68,854
Scottish Borders,2017,Female,69,880
Scottish Borders,2017,Female,70,1018
Scottish Borders,2017,Female,71,728
Scottish Borders,2017,Female,72,699
Scottish Borders,2017,Female,73,717
Scottish Borders,2017,Female,74,680
Scottish Borders,2017,Female,75,583
Scottish Borders,2017,Female,76,557
Scottish Borders,2017,Female,77,561
Scottish Borders,2017,Female,78,576
Scottish Borders,2017,Female,79,498
Scottish Borders,2017,Female,80,520
Scottish Borders,2017,Female,81,405
Scottish Borders,2017,Female,82,414
Scottish Borders,2017,Female,83,388
Scottish Borders,2017,Female,84,351
Scottish Borders,2017,Female,85,314
Scottish Borders,2017,Female,86,283
Scottish Borders,2017,Female,87,262
Scottish Borders,2017,Female,88,230
Scottish Borders,2017,Female,89,170
Scottish Borders,2017,Female,90,746
Scottish Borders,2017,Male,0,486
Scottish Borders,2017,Male,1,564
Scottish Borders,2017,Male,2,516
Scottish Borders,2017,Male,3,621
Scottish Borders,2017,Male,4,644
Scottish Borders,2017,Male,5,627
Scottish Borders,2017,Male,6,675
Scottish Borders,2017,Male,7,587
Scottish Borders,2017,Male,8,631
Scottish Borders,2017,Male,9,594
Scottish Borders,2017,Male,10,597
Scottish Borders,2017,Male,11,646
Scottish Borders,2017,Male,12,627
Scottish Borders,2017,Male,13,619
Scottish Borders,2017,Male,14,607
Scottish Borders,2017,Male,15,584
Scottish Borders,2017,Male,16,608
Scottish Borders,2017,Male,17,630
Scottish Borders,2017,Male,18,629
Scottish Borders,2017,Male,19,558
Scottish Borders,2017,Male,20,568
Scottish Borders,2017,Male,21,608
Scottish Borders,2017,Male,22,565
Scottish Borders,2017,Male,23,557
Scottish Borders,2017,Male,24,546
Scottish Borders,2017,Male,25,515
Scottish Borders,2017,Male,26,446
Scottish Borders,2017,Male,27,539
Scottish Borders,2017,Male,28,481
Scottish Borders,2017,Male,29,539
Scottish Borders,2017,Male,30,470
Scottish Borders,2017,Male,31,511
Scottish Borders,2017,Male,32,490
Scottish Borders,2017,Male,33,502
Scottish Borders,2017,Male,34,471
Scottish Borders,2017,Male,35,530
Scottish Borders,2017,Male,36,550
Scottish Borders,2017,Male,37,593
Scottish Borders,2017,Male,38,540
Scottish Borders,2017,Male,39,486
Scottish Borders,2017,Male,40,502
Scottish Borders,2017,Male,41,588
Scottish Borders,2017,Male,42,623
Scottish Borders,2017,Male,43,634
Scottish Borders,2017,Male,44,690
Scottish Borders,2017,Male,45,790
Scottish Borders,2017,Male,46,777
Scottish Borders,2017,Male,47,818
Scottish Borders,2017,Male,48,861
Scottish Borders,2017,Male,49,905
Scottish Borders,2017,Male,50,904
Scottish Borders,2017,Male,51,924
Scottish Borders,2017,Male,52,964
Scottish Borders,2017,Male,53,898
Scottish Borders,2017,Male,54,963
Scottish Borders,2017,Male,55,934
Scottish Borders,2017,Male,56,904
Scottish Borders,2017,Male,57,893
Scottish Borders,2017,Male,58,877
Scottish Borders,2017,Male,59,842
Scottish Borders,2017,Male,60,856
Scottish Borders,2017,Male,61,834
Scottish Borders,2017,Male,62,843
Scottish Borders,2017,Male,63,811
Scottish Borders,2017,Male,64,782
Scottish Borders,2017,Male,65,772
Scottish Borders,2017,Male,66,784
Scottish Borders,2017,Male,67,804
Scottish Borders,2017,Male,68,818
Scottish Borders,2017,Male,69,914
Scottish Borders,2017,Male,70,984
Scottish Borders,2017,Male,71,710
Scottish Borders,2017,Male,72,627
Scottish Borders,2017,Male,73,654
Scottish Borders,2017,Male,74,622
Scottish Borders,2017,Male,75,520
Scottish Borders,2017,Male,76,465
Scottish Borders,2017,Male,77,482
Scottish Borders,2017,Male,78,464
Scottish Borders,2017,Male,79,450
Scottish Borders,2017,Male,80,360
Scottish Borders,2017,Male,81,378
Scottish Borders,2017,Male,82,318
Scottish Borders,2017,Male,83,273
Scottish Borders,2017,Male,84,235
Scottish Borders,2017,Male,85,198
Scottish Borders,2017,Male,86,223
Scottish Borders,2017,Male,87,186
Scottish Borders,2017,Male,88,145
Scottish Borders,2017,Male,89,117
Scottish Borders,2017,Male,90,312
Shetland Islands,2017,Female,0,114
Shetland Islands,2017,Female,1,126
Shetland Islands,2017,Female,2,123
Shetland Islands,2017,Female,3,120
Shetland Islands,2017,Female,4,144
Shetland Islands,2017,Female,5,124
Shetland Islands,2017,Female,6,128
Shetland Islands,2017,Female,7,121
Shetland Islands,2017,Female,8,140
Shetland Islands,2017,Female,9,109
Shetland Islands,2017,Female,10,139
Shetland Islands,2017,Female,11,162
Shetland Islands,2017,Female,12,117
Shetland Islands,2017,Female,13,110
Shetland Islands,2017,Female,14,123
Shetland Islands,2017,Female,15,114
Shetland Islands,2017,Female,16,129
Shetland Islands,2017,Female,17,137
Shetland Islands,2017,Female,18,137
Shetland Islands,2017,Female,19,109
Shetland Islands,2017,Female,20,106
Shetland Islands,2017,Female,21,108
Shetland Islands,2017,Female,22,108
Shetland Islands,2017,Female,23,110
Shetland Islands,2017,Female,24,117
Shetland Islands,2017,Female,25,114
Shetland Islands,2017,Female,26,137
Shetland Islands,2017,Female,27,131
Shetland Islands,2017,Female,28,130
Shetland Islands,2017,Female,29,135
Shetland Islands,2017,Female,30,158
Shetland Islands,2017,Female,31,119
Shetland Islands,2017,Female,32,137
Shetland Islands,2017,Female,33,120
Shetland Islands,2017,Female,34,130
Shetland Islands,2017,Female,35,132
Shetland Islands,2017,Female,36,151
Shetland Islands,2017,Female,37,133
Shetland Islands,2017,Female,38,130
Shetland Islands,2017,Female,39,121
Shetland Islands,2017,Female,40,164
Shetland Islands,2017,Female,41,126
Shetland Islands,2017,Female,42,138
Shetland Islands,2017,Female,43,149
Shetland Islands,2017,Female,44,149
Shetland Islands,2017,Female,45,157
Shetland Islands,2017,Female,46,179
Shetland Islands,2017,Female,47,169
Shetland Islands,2017,Female,48,164
Shetland Islands,2017,Female,49,173
Shetland Islands,2017,Female,50,159
Shetland Islands,2017,Female,51,164
Shetland Islands,2017,Female,52,161
Shetland Islands,2017,Female,53,196
Shetland Islands,2017,Female,54,174
Shetland Islands,2017,Female,55,168
Shetland Islands,2017,Female,56,171
Shetland Islands,2017,Female,57,151
Shetland Islands,2017,Female,58,134
Shetland Islands,2017,Female,59,154
Shetland Islands,2017,Female,60,153
Shetland Islands,2017,Female,61,164
Shetland Islands,2017,Female,62,172
Shetland Islands,2017,Female,63,141
Shetland Islands,2017,Female,64,139
Shetland Islands,2017,Female,65,128
Shetland Islands,2017,Female,66,146
Shetland Islands,2017,Female,67,143
Shetland Islands,2017,Female,68,135
Shetland Islands,2017,Female,69,126
Shetland Islands,2017,Female,70,133
Shetland Islands,2017,Female,71,102
Shetland Islands,2017,Female,72,124
Shetland Islands,2017,Female,73,96
Shetland Islands,2017,Female,74,124
Shetland Islands,2017,Female,75,120
Shetland Islands,2017,Female,76,87
Shetland Islands,2017,Female,77,87
Shetland Islands,2017,Female,78,74
Shetland Islands,2017,Female,79,79
Shetland Islands,2017,Female,80,71
Shetland Islands,2017,Female,81,60
Shetland Islands,2017,Female,82,71
Shetland Islands,2017,Female,83,61
Shetland Islands,2017,Female,84,51
Shetland Islands,2017,Female,85,44
Shetland Islands,2017,Female,86,37
Shetland Islands,2017,Female,87,33
Shetland Islands,2017,Female,88,39
Shetland Islands,2017,Female,89,35
Shetland Islands,2017,Female,90,121
Shetland Islands,2017,Male,0,137
Shetland Islands,2017,Male,1,130
Shetland Islands,2017,Male,2,116
Shetland Islands,2017,Male,3,123
Shetland Islands,2017,Male,4,146
Shetland Islands,2017,Male,5,140
Shetland Islands,2017,Male,6,158
Shetland Islands,2017,Male,7,161
Shetland Islands,2017,Male,8,141
Shetland Islands,2017,Male,9,127
Shetland Islands,2017,Male,10,145
Shetland Islands,2017,Male,11,135
Shetland Islands,2017,Male,12,149
Shetland Islands,2017,Male,13,142
Shetland Islands,2017,Male,14,136
Shetland Islands,2017,Male,15,133
Shetland Islands,2017,Male,16,119
Shetland Islands,2017,Male,17,153
