Council area,Year,Sex,Age,Population
Aberdeen City,2001,Female,0,1000
Aberdeen City,2001,Female,1,953
Aberdeen City,2001,Female,2,1002
Aberdeen City,2001,Female,3,936
Aberdeen City,2001,Female,4,971
Aberdeen City,2001,Female,5,958
Aberdeen City,2001,Female,6,1040
Aberdeen City,2001,Female,7,1073
Aberdeen City,2001,Female,8,1088
Aberdeen City,2001,Female,9,1067
Aberdeen City,2001,Female,10,1154
Aberdeen City,2001,Female,11,1112
Aberdeen City,2001,Female,12,1071
Aberdeen City,2001,Female,13,1159
Aberdeen City,2001,Female,14,1060
Aberdeen City,2001,Female,15,1178
Aberdeen City,2001,Female,16,1080
Aberdeen City,2001,Female,17,1130
Aberdeen City,2001,Female,18,1646
Aberdeen City,2001,Female,19,2086
Aberdeen City,2001,Female,20,2151
Aberdeen City,2001,Female,21,2285
Aberdeen City,2001,Female,22,1985
Aberdeen City,2001,Female,23,1637
Aberdeen City,2001,Female,24,1553
Aberdeen City,2001,Female,25,1637
Aberdeen City,2001,Female,26,1639
Aberdeen City,2001,Female,27,1630
Aberdeen City,2001,Female,28,1648
Aberdeen City,2001,Female,29,1728
Aberdeen City,2001,Female,30,1792
Aberdeen City,2001,Female,31,1686
Aberdeen City,2001,Female,32,1719
Aberdeen City,2001,Female,33,1573
Aberdeen City,2001,Female,34,1582
Aberdeen City,2001,Female,35,1602
Aberdeen City,2001,Female,36,1720
Aberdeen City,2001,Female,37,1600
Aberdeen City,2001,Female,38,1612
Aberdeen City,2001,Female,39,1572
Aberdeen City,2001,Female,40,1533
Aberdeen City,2001,Female,41,1605
Aberdeen City,2001,Female,42,1584
Aberdeen City,2001,Female,43,1526
Aberdeen City,2001,Female,44,1459
Aberdeen City,2001,Female,45,1427
Aberdeen City,2001,Female,46,1396
Aberdeen City,2001,Female,47,1355
Aberdeen City,2001,Female,48,1232
Aberdeen City,2001,Female,49,1296
Aberdeen City,2001,Female,50,1290
Aberdeen City,2001,Female,51,1272
Aberdeen City,2001,Female,52,1404
Aberdeen City,2001,Female,53,1368
Aberdeen City,2001,Female,54,1531
Aberdeen City,2001,Female,55,1128
Aberdeen City,2001,Female,56,1030
Aberdeen City,2001,Female,57,1047
Aberdeen City,2001,Female,58,1079
Aberdeen City,2001,Female,59,1048
Aberdeen City,2001,Female,60,952
Aberdeen City,2001,Female,61,1058
Aberdeen City,2001,Female,62,1022
Aberdeen City,2001,Female,63,975
Aberdeen City,2001,Female,64,979
Aberdeen City,2001,Female,65,1036
Aberdeen City,2001,Female,66,987
Aberdeen City,2001,Female,67,987
Aberdeen City,2001,Female,68,1002
Aberdeen City,2001,Female,69,1065
Aberdeen City,2001,Female,70,973
Aberdeen City,2001,Female,71,987
Aberdeen City,2001,Female,72,969
Aberdeen City,2001,Female,73,933
Aberdeen City,2001,Female,74,868
Aberdeen City,2001,Female,75,863
Aberdeen City,2001,Female,76,840
Aberdeen City,2001,Female,77,820
Aberdeen City,2001,Female,78,795
Aberdeen City,2001,Female,79,768
Aberdeen City,2001,Female,80,770
Aberdeen City,2001,Female,81,774
Aberdeen City,2001,Female,82,436
Aberdeen City,2001,Female,83,415
Aberdeen City,2001,Female,84,393
Aberdeen City,2001,Female,85,426
Aberdeen City,2001,Female,86,361
Aberdeen City,2001,Female,87,348
Aberdeen City,2001,Female,88,340
Aberdeen City,2001,Female,89,285
Aberdeen City,2001,Female,90,1023
Aberdeen City,2001,Male,0,1065
Aberdeen City,2001,Male,1,1044
Aberdeen City,2001,Male,2,1091
Aberdeen City,2001,Male,3,1072
Aberdeen City,2001,Male,4,1105
Aberdeen City,2001,Male,5,1083
Aberdeen City,2001,Male,6,1076
Aberdeen City,2001,Male,7,1123
Aberdeen City,2001,Male,8,1142
Aberdeen City,2001,Male,9,1210
Aberdeen City,2001,Male,10,1164
Aberdeen City,2001,Male,11,1092
Aberdeen City,2001,Male,12,1134
Aberdeen City,2001,Male,13,1137
Aberdeen City,2001,Male,14,1129
Aberdeen City,2001,Male,15,1201
Aberdeen City,2001,Male,16,1163
Aberdeen City,2001,Male,17,1122
Aberdeen City,2001,Male,18,1395
Aberdeen City,2001,Male,19,1776
Aberdeen City,2001,Male,20,2081
Aberdeen City,2001,Male,21,2270
Aberdeen City,2001,Male,22,1997
Aberdeen City,2001,Male,23,1824
Aberdeen City,2001,Male,24,1825
Aberdeen City,2001,Male,25,1638
Aberdeen City,2001,Male,26,1658
Aberdeen City,2001,Male,27,1708
Aberdeen City,2001,Male,28,1846
Aberdeen City,2001,Male,29,1791
Aberdeen City,2001,Male,30,1839
Aberdeen City,2001,Male,31,1695
Aberdeen City,2001,Male,32,1782
Aberdeen City,2001,Male,33,1706
Aberdeen City,2001,Male,34,1790
Aberdeen City,2001,Male,35,1586
Aberdeen City,2001,Male,36,1650
Aberdeen City,2001,Male,37,1659
Aberdeen City,2001,Male,38,1626
Aberdeen City,2001,Male,39,1592
Aberdeen City,2001,Male,40,1509
Aberdeen City,2001,Male,41,1617
Aberdeen City,2001,Male,42,1523
Aberdeen City,2001,Male,43,1553
Aberdeen City,2001,Male,44,1493
Aberdeen City,2001,Male,45,1486
Aberdeen City,2001,Male,46,1446
Aberdeen City,2001,Male,47,1426
Aberdeen City,2001,Male,48,1381
Aberdeen City,2001,Male,49,1336
Aberdeen City,2001,Male,50,1374
Aberdeen City,2001,Male,51,1401
Aberdeen City,2001,Male,52,1444
Aberdeen City,2001,Male,53,1437
Aberdeen City,2001,Male,54,1551
Aberdeen City,2001,Male,55,1183
Aberdeen City,2001,Male,56,946
Aberdeen City,2001,Male,57,1028
Aberdeen City,2001,Male,58,1058
Aberdeen City,2001,Male,59,990
Aberdeen City,2001,Male,60,937
Aberdeen City,2001,Male,61,961
Aberdeen City,2001,Male,62,911
Aberdeen City,2001,Male,63,967
Aberdeen City,2001,Male,64,912
Aberdeen City,2001,Male,65,875
Aberdeen City,2001,Male,66,875
Aberdeen City,2001,Male,67,897
Aberdeen City,2001,Male,68,826
Aberdeen City,2001,Male,69,830
Aberdeen City,2001,Male,70,770
Aberdeen City,2001,Male,71,759
Aberdeen City,2001,Male,72,707
Aberdeen City,2001,Male,73,655
Aberdeen City,2001,Male,74,705
Aberdeen City,2001,Male,75,617
Aberdeen City,2001,Male,76,572
Aberdeen City,2001,Male,77,506
Aberdeen City,2001,Male,78,442
Aberdeen City,2001,Male,79,428
Aberdeen City,2001,Male,80,452
Aberdeen City,2001,Male,81,476
Aberdeen City,2001,Male,82,219
Aberdeen City,2001,Male,83,201
Aberdeen City,2001,Male,84,201
Aberdeen City,2001,Male,85,205
Aberdeen City,2001,Male,86,173
Aberdeen City,2001,Male,87,134
Aberdeen City,2001,Male,88,114
Aberdeen City,2001,Male,89,78
Aberdeen City,2001,Male,90,261
Aberdeenshire,2001,Female,0,1116
Aberdeenshire,2001,Female,1,1197
Aberdeenshire,2001,Female,2,1274
Aberdeenshire,2001,Female,3,1287
Aberdeenshire,2001,Female,4,1316
Aberdeenshire,2001,Female,5,1321
Aberdeenshire,2001,Female,6,1425
Aberdeenshire,2001,Female,7,1490
Aberdeenshire,2001,Female,8,1535
Aberdeenshire,2001,Female,9,1637
Aberdeenshire,2001,Female,10,1577
Aberdeenshire,2001,Female,11,1591
Aberdeenshire,2001,Female,12,1572
Aberdeenshire,2001,Female,13,1609
Aberdeenshire,2001,Female,14,1582
Aberdeenshire,2001,Female,15,1600
Aberdeenshire,2001,Female,16,1531
Aberdeenshire,2001,Female,17,1441
Aberdeenshire,2001,Female,18,1123
Aberdeenshire,2001,Female,19,999
Aberdeenshire,2001,Female,20,1013
Aberdeenshire,2001,Female,21,1036
Aberdeenshire,2001,Female,22,954
Aberdeenshire,2001,Female,23,989
Aberdeenshire,2001,Female,24,949
Aberdeenshire,2001,Female,25,1023
Aberdeenshire,2001,Female,26,1053
Aberdeenshire,2001,Female,27,1219
Aberdeenshire,2001,Female,28,1325
Aberdeenshire,2001,Female,29,1443
Aberdeenshire,2001,Female,30,1574
Aberdeenshire,2001,Female,31,1587
Aberdeenshire,2001,Female,32,1698
Aberdeenshire,2001,Female,33,1762
Aberdeenshire,2001,Female,34,1822
Aberdeenshire,2001,Female,35,1843
Aberdeenshire,2001,Female,36,1896
Aberdeenshire,2001,Female,37,1970
Aberdeenshire,2001,Female,38,1950
Aberdeenshire,2001,Female,39,1850
Aberdeenshire,2001,Female,40,1854
Aberdeenshire,2001,Female,41,1839
Aberdeenshire,2001,Female,42,1845
Aberdeenshire,2001,Female,43,1816
Aberdeenshire,2001,Female,44,1819
Aberdeenshire,2001,Female,45,1795
Aberdeenshire,2001,Female,46,1760
Aberdeenshire,2001,Female,47,1823
Aberdeenshire,2001,Female,48,1700
Aberdeenshire,2001,Female,49,1620
Aberdeenshire,2001,Female,50,1626
Aberdeenshire,2001,Female,51,1631
Aberdeenshire,2001,Female,52,1670
Aberdeenshire,2001,Female,53,1745
Aberdeenshire,2001,Female,54,1872
Aberdeenshire,2001,Female,55,1486
Aberdeenshire,2001,Female,56,1351
Aberdeenshire,2001,Female,57,1340
Aberdeenshire,2001,Female,58,1281
Aberdeenshire,2001,Female,59,1260
Aberdeenshire,2001,Female,60,1102
Aberdeenshire,2001,Female,61,1206
Aberdeenshire,2001,Female,62,1121
Aberdeenshire,2001,Female,63,1095
Aberdeenshire,2001,Female,64,1067
Aberdeenshire,2001,Female,65,1069
Aberdeenshire,2001,Female,66,992
Aberdeenshire,2001,Female,67,1013
Aberdeenshire,2001,Female,68,953
Aberdeenshire,2001,Female,69,964
Aberdeenshire,2001,Female,70,943
Aberdeenshire,2001,Female,71,925
Aberdeenshire,2001,Female,72,888
Aberdeenshire,2001,Female,73,836
Aberdeenshire,2001,Female,74,784
Aberdeenshire,2001,Female,75,838
Aberdeenshire,2001,Female,76,758
Aberdeenshire,2001,Female,77,796
Aberdeenshire,2001,Female,78,713
Aberdeenshire,2001,Female,79,716
Aberdeenshire,2001,Female,80,650
Aberdeenshire,2001,Female,81,721
Aberdeenshire,2001,Female,82,454
Aberdeenshire,2001,Female,83,427
Aberdeenshire,2001,Female,84,379
Aberdeenshire,2001,Female,85,399
Aberdeenshire,2001,Female,86,391
Aberdeenshire,2001,Female,87,353
Aberdeenshire,2001,Female,88,299
Aberdeenshire,2001,Female,89,263
Aberdeenshire,2001,Female,90,1045
Aberdeenshire,2001,Male,0,1202
Aberdeenshire,2001,Male,1,1329
Aberdeenshire,2001,Male,2,1354
Aberdeenshire,2001,Male,3,1409
Aberdeenshire,2001,Male,4,1464
Aberdeenshire,2001,Male,5,1430
Aberdeenshire,2001,Male,6,1496
Aberdeenshire,2001,Male,7,1589
Aberdeenshire,2001,Male,8,1626
Aberdeenshire,2001,Male,9,1588
Aberdeenshire,2001,Male,10,1640
Aberdeenshire,2001,Male,11,1645
Aberdeenshire,2001,Male,12,1654
Aberdeenshire,2001,Male,13,1692
Aberdeenshire,2001,Male,14,1672
Aberdeenshire,2001,Male,15,1653
Aberdeenshire,2001,Male,16,1639
Aberdeenshire,2001,Male,17,1540
Aberdeenshire,2001,Male,18,1362
Aberdeenshire,2001,Male,19,1246
Aberdeenshire,2001,Male,20,1270
Aberdeenshire,2001,Male,21,1180
Aberdeenshire,2001,Male,22,1145
Aberdeenshire,2001,Male,23,1039
Aberdeenshire,2001,Male,24,993
Aberdeenshire,2001,Male,25,1019
Aberdeenshire,2001,Male,26,1056
Aberdeenshire,2001,Male,27,1111
Aberdeenshire,2001,Male,28,1215
Aberdeenshire,2001,Male,29,1237
Aberdeenshire,2001,Male,30,1458
Aberdeenshire,2001,Male,31,1494
Aberdeenshire,2001,Male,32,1648
Aberdeenshire,2001,Male,33,1645
Aberdeenshire,2001,Male,34,1794
Aberdeenshire,2001,Male,35,1807
Aberdeenshire,2001,Male,36,1825
Aberdeenshire,2001,Male,37,1873
Aberdeenshire,2001,Male,38,1920
Aberdeenshire,2001,Male,39,1853
Aberdeenshire,2001,Male,40,1861
Aberdeenshire,2001,Male,41,1755
Aberdeenshire,2001,Male,42,1858
Aberdeenshire,2001,Male,43,1939
Aberdeenshire,2001,Male,44,1806
Aberdeenshire,2001,Male,45,1820
Aberdeenshire,2001,Male,46,1778
Aberdeenshire,2001,Male,47,1866
Aberdeenshire,2001,Male,48,1659
Aberdeenshire,2001,Male,49,1643
Aberdeenshire,2001,Male,50,1738
Aberdeenshire,2001,Male,51,1720
Aberdeenshire,2001,Male,52,1839
Aberdeenshire,2001,Male,53,1897
Aberdeenshire,2001,Male,54,1982
Aberdeenshire,2001,Male,55,1526
Aberdeenshire,2001,Male,56,1385
Aberdeenshire,2001,Male,57,1467
Aberdeenshire,2001,Male,58,1355
Aberdeenshire,2001,Male,59,1227
Aberdeenshire,2001,Male,60,1077
Aberdeenshire,2001,Male,61,1224
Aberdeenshire,2001,Male,62,1135
Aberdeenshire,2001,Male,63,1118
Aberdeenshire,2001,Male,64,1040
Aberdeenshire,2001,Male,65,1069
Aberdeenshire,2001,Male,66,1003
Aberdeenshire,2001,Male,67,920
Aberdeenshire,2001,Male,68,890
Aberdeenshire,2001,Male,69,857
Aberdeenshire,2001,Male,70,845
Aberdeenshire,2001,Male,71,800
Aberdeenshire,2001,Male,72,764
Aberdeenshire,2001,Male,73,711
Aberdeenshire,2001,Male,74,663
Aberdeenshire,2001,Male,75,607
Aberdeenshire,2001,Male,76,655
Aberdeenshire,2001,Male,77,553
Aberdeenshire,2001,Male,78,470
Aberdeenshire,2001,Male,79,507
Aberdeenshire,2001,Male,80,433
Aberdeenshire,2001,Male,81,424
Aberdeenshire,2001,Male,82,271
Aberdeenshire,2001,Male,83,223
Aberdeenshire,2001,Male,84,213
Aberdeenshire,2001,Male,85,181
Aberdeenshire,2001,Male,86,171
Aberdeenshire,2001,Male,87,162
Aberdeenshire,2001,Male,88,120
Aberdeenshire,2001,Male,89,114
Aberdeenshire,2001,Male,90,315
Angus,2001,Female,0,541
Angus,2001,Female,1,480
Angus,2001,Female,2,554
Angus,2001,Female,3,575
Angus,2001,Female,4,610
Angus,2001,Female,5,631
Angus,2001,Female,6,627
Angus,2001,Female,7,619
Angus,2001,Female,8,655
Angus,2001,Female,9,706
Angus,2001,Female,10,626
Angus,2001,Female,11,645
Angus,2001,Female,12,644
Angus,2001,Female,13,660
Angus,2001,Female,14,700
Angus,2001,Female,15,654
Angus,2001,Female,16,697
Angus,2001,Female,17,643
Angus,2001,Female,18,542
Angus,2001,Female,19,566
Angus,2001,Female,20,490
Angus,2001,Female,21,473
Angus,2001,Female,22,489
Angus,2001,Female,23,496
Angus,2001,Female,24,473
Angus,2001,Female,25,492
Angus,2001,Female,26,525
Angus,2001,Female,27,531
Angus,2001,Female,28,646
Angus,2001,Female,29,688
Angus,2001,Female,30,720
Angus,2001,Female,31,682
Angus,2001,Female,32,763
Angus,2001,Female,33,761
Angus,2001,Female,34,813
Angus,2001,Female,35,818
Angus,2001,Female,36,853
Angus,2001,Female,37,845
Angus,2001,Female,38,839
Angus,2001,Female,39,866
Angus,2001,Female,40,828
Angus,2001,Female,41,883
Angus,2001,Female,42,803
Angus,2001,Female,43,782
Angus,2001,Female,44,778
Angus,2001,Female,45,761
Angus,2001,Female,46,729
Angus,2001,Female,47,779
Angus,2001,Female,48,785
Angus,2001,Female,49,736
Angus,2001,Female,50,784
Angus,2001,Female,51,775
Angus,2001,Female,52,871
Angus,2001,Female,53,863
Angus,2001,Female,54,1015
Angus,2001,Female,55,699
Angus,2001,Female,56,744
Angus,2001,Female,57,729
Angus,2001,Female,58,688
Angus,2001,Female,59,646
Angus,2001,Female,60,592
Angus,2001,Female,61,676
Angus,2001,Female,62,595
Angus,2001,Female,63,635
Angus,2001,Female,64,626
Angus,2001,Female,65,611
Angus,2001,Female,66,616
Angus,2001,Female,67,599
Angus,2001,Female,68,535
Angus,2001,Female,69,604
Angus,2001,Female,70,603
Angus,2001,Female,71,535
Angus,2001,Female,72,561
Angus,2001,Female,73,546
Angus,2001,Female,74,521
Angus,2001,Female,75,515
Angus,2001,Female,76,485
Angus,2001,Female,77,496
Angus,2001,Female,78,469
Angus,2001,Female,79,425
Angus,2001,Female,80,400
Angus,2001,Female,81,433
Angus,2001,Female,82,255
Angus,2001,Female,83,247
Angus,2001,Female,84,252
Angus,2001,Female,85,267
Angus,2001,Female,86,251
Angus,2001,Female,87,234
Angus,2001,Female,88,204
Angus,2001,Female,89,160
Angus,2001,Female,90,678
Angus,2001,Male,0,545
Angus,2001,Male,1,557
Angus,2001,Male,2,569
Angus,2001,Male,3,627
Angus,2001,Male,4,655
Angus,2001,Male,5,598
Angus,2001,Male,6,630
Angus,2001,Male,7,693
Angus,2001,Male,8,664
Angus,2001,Male,9,672
Angus,2001,Male,10,779
Angus,2001,Male,11,695
Angus,2001,Male,12,644
Angus,2001,Male,13,678
Angus,2001,Male,14,711
Angus,2001,Male,15,733
Angus,2001,Male,16,757
Angus,2001,Male,17,721
Angus,2001,Male,18,619
Angus,2001,Male,19,573
Angus,2001,Male,20,633
Angus,2001,Male,21,572
Angus,2001,Male,22,576
Angus,2001,Male,23,532
Angus,2001,Male,24,511
Angus,2001,Male,25,543
Angus,2001,Male,26,512
Angus,2001,Male,27,570
Angus,2001,Male,28,616
Angus,2001,Male,29,650
Angus,2001,Male,30,652
Angus,2001,Male,31,629
Angus,2001,Male,32,715
Angus,2001,Male,33,689
Angus,2001,Male,34,743
Angus,2001,Male,35,722
Angus,2001,Male,36,791
Angus,2001,Male,37,815
Angus,2001,Male,38,810
Angus,2001,Male,39,871
Angus,2001,Male,40,760
Angus,2001,Male,41,821
Angus,2001,Male,42,774
Angus,2001,Male,43,755
Angus,2001,Male,44,727
Angus,2001,Male,45,769
Angus,2001,Male,46,699
Angus,2001,Male,47,730
Angus,2001,Male,48,777
Angus,2001,Male,49,732
Angus,2001,Male,50,755
Angus,2001,Male,51,812
Angus,2001,Male,52,787
Angus,2001,Male,53,889
Angus,2001,Male,54,937
Angus,2001,Male,55,690
Angus,2001,Male,56,687
Angus,2001,Male,57,700
Angus,2001,Male,58,677
Angus,2001,Male,59,639
Angus,2001,Male,60,579
Angus,2001,Male,61,607
Angus,2001,Male,62,572
Angus,2001,Male,63,577
Angus,2001,Male,64,595
Angus,2001,Male,65,594
Angus,2001,Male,66,536
Angus,2001,Male,67,527
Angus,2001,Male,68,513
Angus,2001,Male,69,505
Angus,2001,Male,70,512
Angus,2001,Male,71,486
Angus,2001,Male,72,411
Angus,2001,Male,73,440
Angus,2001,Male,74,365
Angus,2001,Male,75,374
Angus,2001,Male,76,329
Angus,2001,Male,77,307
Angus,2001,Male,78,305
Angus,2001,Male,79,291
Angus,2001,Male,80,250
Angus,2001,Male,81,289
Angus,2001,Male,82,157
Angus,2001,Male,83,122
Angus,2001,Male,84,142
Angus,2001,Male,85,104
Angus,2001,Male,86,110
Angus,2001,Male,87,80
Angus,2001,Male,88,73
Angus,2001,Male,89,64
Angus,2001,Male,90,223
Argyll and Bute,2001,Female,0,386
Argyll and Bute,2001,Female,1,406
Argyll and Bute,2001,Female,2,491
Argyll and Bute,2001,Female,3,460
Argyll and Bute,2001,Female,4,476
Argyll and Bute,2001,Female,5,534
Argyll and Bute,2001,Female,6,498
Argyll and Bute,2001,Female,7,537
Argyll and Bute,2001,Female,8,586
Argyll and Bute,2001,Female,9,586
Argyll and Bute,2001,Female,10,553
Argyll and Bute,2001,Female,11,638
Argyll and Bute,2001,Female,12,541
Argyll and Bute,2001,Female,13,558
Argyll and Bute,2001,Female,14,551
Argyll and Bute,2001,Female,15,532
Argyll and Bute,2001,Female,16,559
Argyll and Bute,2001,Female,17,524
Argyll and Bute,2001,Female,18,442
Argyll and Bute,2001,Female,19,333
Argyll and Bute,2001,Female,20,365
Argyll and Bute,2001,Female,21,344
Argyll and Bute,2001,Female,22,359
Argyll and Bute,2001,Female,23,371
Argyll and Bute,2001,Female,24,354
Argyll and Bute,2001,Female,25,442
Argyll and Bute,2001,Female,26,453
Argyll and Bute,2001,Female,27,466
Argyll and Bute,2001,Female,28,513
Argyll and Bute,2001,Female,29,548
Argyll and Bute,2001,Female,30,523
Argyll and Bute,2001,Female,31,604
Argyll and Bute,2001,Female,32,574
Argyll and Bute,2001,Female,33,621
Argyll and Bute,2001,Female,34,613
Argyll and Bute,2001,Female,35,618
Argyll and Bute,2001,Female,36,700
Argyll and Bute,2001,Female,37,681
Argyll and Bute,2001,Female,38,685
Argyll and Bute,2001,Female,39,664
Argyll and Bute,2001,Female,40,658
Argyll and Bute,2001,Female,41,656
Argyll and Bute,2001,Female,42,681
Argyll and Bute,2001,Female,43,640
Argyll and Bute,2001,Female,44,619
Argyll and Bute,2001,Female,45,642
Argyll and Bute,2001,Female,46,586
Argyll and Bute,2001,Female,47,615
Argyll and Bute,2001,Female,48,609
Argyll and Bute,2001,Female,49,597
Argyll and Bute,2001,Female,50,682
Argyll and Bute,2001,Female,51,644
Argyll and Bute,2001,Female,52,695
Argyll and Bute,2001,Female,53,708
Argyll and Bute,2001,Female,54,866
Argyll and Bute,2001,Female,55,639
Argyll and Bute,2001,Female,56,597
Argyll and Bute,2001,Female,57,612
Argyll and Bute,2001,Female,58,582
Argyll and Bute,2001,Female,59,593
Argyll and Bute,2001,Female,60,550
Argyll and Bute,2001,Female,61,647
Argyll and Bute,2001,Female,62,598
Argyll and Bute,2001,Female,63,545
Argyll and Bute,2001,Female,64,578
Argyll and Bute,2001,Female,65,543
Argyll and Bute,2001,Female,66,531
Argyll and Bute,2001,Female,67,512
Argyll and Bute,2001,Female,68,515
Argyll and Bute,2001,Female,69,533
Argyll and Bute,2001,Female,70,470
Argyll and Bute,2001,Female,71,506
Argyll and Bute,2001,Female,72,459
Argyll and Bute,2001,Female,73,428
Argyll and Bute,2001,Female,74,417
Argyll and Bute,2001,Female,75,430
Argyll and Bute,2001,Female,76,408
Argyll and Bute,2001,Female,77,406
Argyll and Bute,2001,Female,78,373
Argyll and Bute,2001,Female,79,374
Argyll and Bute,2001,Female,80,379
Argyll and Bute,2001,Female,81,358
Argyll and Bute,2001,Female,82,261
Argyll and Bute,2001,Female,83,207
Argyll and Bute,2001,Female,84,228
Argyll and Bute,2001,Female,85,241
Argyll and Bute,2001,Female,86,226
Argyll and Bute,2001,Female,87,194
Argyll and Bute,2001,Female,88,160
Argyll and Bute,2001,Female,89,131
Argyll and Bute,2001,Female,90,604
Argyll and Bute,2001,Male,0,392
Argyll and Bute,2001,Male,1,440
Argyll and Bute,2001,Male,2,469
Argyll and Bute,2001,Male,3,513
Argyll and Bute,2001,Male,4,545
Argyll and Bute,2001,Male,5,524
Argyll and Bute,2001,Male,6,592
Argyll and Bute,2001,Male,7,557
Argyll and Bute,2001,Male,8,555
Argyll and Bute,2001,Male,9,602
Argyll and Bute,2001,Male,10,594
Argyll and Bute,2001,Male,11,564
Argyll and Bute,2001,Male,12,623
Argyll and Bute,2001,Male,13,586
Argyll and Bute,2001,Male,14,566
Argyll and Bute,2001,Male,15,597
Argyll and Bute,2001,Male,16,558
Argyll and Bute,2001,Male,17,582
Argyll and Bute,2001,Male,18,498
Argyll and Bute,2001,Male,19,453
Argyll and Bute,2001,Male,20,508
Argyll and Bute,2001,Male,21,473
Argyll and Bute,2001,Male,22,460
Argyll and Bute,2001,Male,23,439
Argyll and Bute,2001,Male,24,415
Argyll and Bute,2001,Male,25,426
Argyll and Bute,2001,Male,26,474
Argyll and Bute,2001,Male,27,495
Argyll and Bute,2001,Male,28,550
Argyll and Bute,2001,Male,29,556
Argyll and Bute,2001,Male,30,534
Argyll and Bute,2001,Male,31,639
Argyll and Bute,2001,Male,32,607
Argyll and Bute,2001,Male,33,688
Argyll and Bute,2001,Male,34,695
Argyll and Bute,2001,Male,35,644
Argyll and Bute,2001,Male,36,697
Argyll and Bute,2001,Male,37,710
Argyll and Bute,2001,Male,38,763
Argyll and Bute,2001,Male,39,718
Argyll and Bute,2001,Male,40,722
Argyll and Bute,2001,Male,41,694
Argyll and Bute,2001,Male,42,647
Argyll and Bute,2001,Male,43,658
Argyll and Bute,2001,Male,44,642
Argyll and Bute,2001,Male,45,716
Argyll and Bute,2001,Male,46,605
Argyll and Bute,2001,Male,47,597
Argyll and Bute,2001,Male,48,611
Argyll and Bute,2001,Male,49,560
Argyll and Bute,2001,Male,50,613
Argyll and Bute,2001,Male,51,606
Argyll and Bute,2001,Male,52,693
Argyll and Bute,2001,Male,53,629
Argyll and Bute,2001,Male,54,786
Argyll and Bute,2001,Male,55,597
Argyll and Bute,2001,Male,56,619
Argyll and Bute,2001,Male,57,664
Argyll and Bute,2001,Male,58,596
Argyll and Bute,2001,Male,59,581
Argyll and Bute,2001,Male,60,549
Argyll and Bute,2001,Male,61,589
Argyll and Bute,2001,Male,62,549
Argyll and Bute,2001,Male,63,538
Argyll and Bute,2001,Male,64,522
Argyll and Bute,2001,Male,65,509
Argyll and Bute,2001,Male,66,473
Argyll and Bute,2001,Male,67,455
Argyll and Bute,2001,Male,68,452
Argyll and Bute,2001,Male,69,433
Argyll and Bute,2001,Male,70,428
Argyll and Bute,2001,Male,71,394
Argyll and Bute,2001,Male,72,415
Argyll and Bute,2001,Male,73,377
Argyll and Bute,2001,Male,74,309
Argyll and Bute,2001,Male,75,309
Argyll and Bute,2001,Male,76,318
Argyll and Bute,2001,Male,77,265
Argyll and Bute,2001,Male,78,264
Argyll and Bute,2001,Male,79,222
Argyll and Bute,2001,Male,80,237
Argyll and Bute,2001,Male,81,216
Argyll and Bute,2001,Male,82,139
Argyll and Bute,2001,Male,83,93
Argyll and Bute,2001,Male,84,116
Argyll and Bute,2001,Male,85,99
Argyll and Bute,2001,Male,86,86
Argyll and Bute,2001,Male,87,81
Argyll and Bute,2001,Male,88,53
Argyll and Bute,2001,Male,89,67
Argyll and Bute,2001,Male,90,184
City of Edinburgh,2001,Female,0,2135
City of Edinburgh,2001,Female,1,2132
City of Edinburgh,2001,Female,2,2204
City of Edinburgh,2001,Female,3,2214
City of Edinburgh,2001,Female,4,2090
City of Edinburgh,2001,Female,5,2197
City of Edinburgh,2001,Female,6,2149
City of Edinburgh,2001,Female,7,2234
City of Edinburgh,2001,Female,8,2199
City of Edinburgh,2001,Female,9,2337
City of Edinburgh,2001,Female,10,2322
City of Edinburgh,2001,Female,11,2324
City of Edinburgh,2001,Female,12,2234
City of Edinburgh,2001,Female,13,2292
City of Edinburgh,2001,Female,14,2278
City of Edinburgh,2001,Female,15,2358
City of Edinburgh,2001,Female,16,2330
City of Edinburgh,2001,Female,17,2292
City of Edinburgh,2001,Female,18,2830
City of Edinburgh,2001,Female,19,3989
City of Edinburgh,2001,Female,20,4524
City of Edinburgh,2001,Female,21,4681
City of Edinburgh,2001,Female,22,4545
City of Edinburgh,2001,Female,23,4050
City of Edinburgh,2001,Female,24,3863
City of Edinburgh,2001,Female,25,3884
City of Edinburgh,2001,Female,26,3953
City of Edinburgh,2001,Female,27,3796
City of Edinburgh,2001,Female,28,3877
City of Edinburgh,2001,Female,29,3936
City of Edinburgh,2001,Female,30,4089
City of Edinburgh,2001,Female,31,3757
City of Edinburgh,2001,Female,32,3763
City of Edinburgh,2001,Female,33,3796
City of Edinburgh,2001,Female,34,3814
City of Edinburgh,2001,Female,35,3705
City of Edinburgh,2001,Female,36,3705
City of Edinburgh,2001,Female,37,3620
City of Edinburgh,2001,Female,38,3768
City of Edinburgh,2001,Female,39,3494
City of Edinburgh,2001,Female,40,3462
City of Edinburgh,2001,Female,41,3349
City of Edinburgh,2001,Female,42,3273
City of Edinburgh,2001,Female,43,3175
City of Edinburgh,2001,Female,44,3239
City of Edinburgh,2001,Female,45,2836
City of Edinburgh,2001,Female,46,2773
City of Edinburgh,2001,Female,47,2666
City of Edinburgh,2001,Female,48,2734
